(venv) athul@athul-Lenovo-YOGA-720-13IKB:~/Documents/Codes/AMAT/examples/acta-astronautica/uranus-orbiter-probe$ python3 08-performance-analysis-prd.py
RUN #: 1, SAMPLE #: 110, EFPA: -11.49, SIGMA: -1.41, LD: 0.24, APO : 562018.63
RUN #: 1210, SAMPLE #: 184, EFPA: -11.54, SIGMA: 0.23, LD: 0.22, APO : 514469.33
RUN #: 1211, SAMPLE #: 62, EFPA: -11.64, SIGMA: -0.78, LD: 0.23, APO : 508353.95
RUN #: 1212, SAMPLE #: 62, EFPA: -11.53, SIGMA: 1.33, LD: 0.23, APO : 569975.98
RUN #: 1213, SAMPLE #: 136, EFPA: -11.70, SIGMA: 1.35, LD: 0.24, APO : 552589.73
RUN #: 1214, SAMPLE #: 174, EFPA: -11.76, SIGMA: -1.12, LD: 0.23, APO : 571134.57
RUN #: 1215, SAMPLE #: 143, EFPA: -11.69, SIGMA: 2.54, LD: 0.22, APO : 533786.61
RUN #: 1216, SAMPLE #: 121, EFPA: -11.83, SIGMA: 0.33, LD: 0.23, APO : 517130.99
RUN #: 1217, SAMPLE #: 62, EFPA: -11.83, SIGMA: -0.78, LD: 0.25, APO : 482093.88
RUN #: 1218, SAMPLE #: 97, EFPA: -11.74, SIGMA: -1.64, LD: 0.25, APO : 582883.31
RUN #: 1219, SAMPLE #: 137, EFPA: -11.59, SIGMA: -1.17, LD: 0.26, APO : 528504.13
RUN #: 1220, SAMPLE #: 193, EFPA: -11.70, SIGMA: -1.51, LD: 0.25, APO : 504520.23
RUN #: 1221, SAMPLE #: 108, EFPA: -11.67, SIGMA: -0.89, LD: 0.22, APO : 523951.69
RUN #: 1222, SAMPLE #: 163, EFPA: -11.68, SIGMA: -2.47, LD: 0.24, APO : 480647.35
RUN #: 1223, SAMPLE #: 15, EFPA: -11.57, SIGMA: 0.60, LD: 0.26, APO : 459174.36
RUN #: 1224, SAMPLE #: 58, EFPA: -11.76, SIGMA: -0.42, LD: 0.23, APO : 516531.44
RUN #: 1225, SAMPLE #: 47, EFPA: -11.73, SIGMA: 0.35, LD: 0.25, APO : 528924.66
RUN #: 1226, SAMPLE #: 1, EFPA: -11.83, SIGMA: 0.43, LD: 0.24, APO : 507944.96
RUN #: 1227, SAMPLE #: 24, EFPA: -11.69, SIGMA: -0.30, LD: 0.26, APO : 536563.99
RUN #: 1228, SAMPLE #: 35, EFPA: -11.74, SIGMA: -1.05, LD: 0.23, APO : 563955.64
RUN #: 1229, SAMPLE #: 121, EFPA: -11.52, SIGMA: -0.02, LD: 0.22, APO : 527783.21
RUN #: 1230, SAMPLE #: 55, EFPA: -11.51, SIGMA: -2.15, LD: 0.25, APO : 525556.90
RUN #: 1231, SAMPLE #: 63, EFPA: -11.54, SIGMA: -1.13, LD: 0.25, APO : 467175.50
RUN #: 1232, SAMPLE #: 16, EFPA: -11.62, SIGMA: 0.38, LD: 0.24, APO : 516608.04
RUN #: 1233, SAMPLE #: 186, EFPA: -11.73, SIGMA: -1.10, LD: 0.23, APO : 593623.00
RUN #: 1234, SAMPLE #: 110, EFPA: -11.82, SIGMA: 0.40, LD: 0.22, APO : 511261.52
RUN #: 1235, SAMPLE #: 103, EFPA: -11.64, SIGMA: 0.55, LD: 0.23, APO : 537859.80
RUN #: 1236, SAMPLE #: 1, EFPA: -11.68, SIGMA: -1.95, LD: 0.24, APO : 467259.61
RUN #: 1237, SAMPLE #: 48, EFPA: -11.74, SIGMA: 1.74, LD: 0.25, APO : 583553.72
RUN #: 1238, SAMPLE #: 36, EFPA: -11.79, SIGMA: -1.26, LD: 0.24, APO : 484505.98
RUN #: 1239, SAMPLE #: 151, EFPA: -11.83, SIGMA: -0.62, LD: 0.26, APO : 486403.75
RUN #: 1240, SAMPLE #: 13, EFPA: -11.87, SIGMA: -1.39, LD: 0.24, APO : 487661.10
RUN #: 1241, SAMPLE #: 51, EFPA: -11.76, SIGMA: 1.71, LD: 0.23, APO : 560712.61
RUN #: 1242, SAMPLE #: 182, EFPA: -11.69, SIGMA: -0.36, LD: 0.22, APO : 509959.86
RUN #: 1243, SAMPLE #: 21, EFPA: -11.85, SIGMA: 0.92, LD: 0.23, APO : 482331.79
RUN #: 1244, SAMPLE #: 47, EFPA: -11.68, SIGMA: 0.70, LD: 0.24, APO : 483144.64
RUN #: 1245, SAMPLE #: 65, EFPA: -11.67, SIGMA: 3.36, LD: 0.25, APO : 525606.45
RUN #: 1246, SAMPLE #: 21, EFPA: -11.65, SIGMA: -0.65, LD: 0.25, APO : 500220.68
RUN #: 1247, SAMPLE #: 176, EFPA: -11.67, SIGMA: -1.00, LD: 0.23, APO : 526774.82
RUN #: 1248, SAMPLE #: 158, EFPA: -11.54, SIGMA: -0.15, LD: 0.24, APO : 532072.16
RUN #: 1249, SAMPLE #: 147, EFPA: -11.64, SIGMA: 1.43, LD: 0.24, APO : 512644.63
RUN #: 1250, SAMPLE #: 4, EFPA: -11.66, SIGMA: -0.31, LD: 0.25, APO : 487125.15
RUN #: 1251, SAMPLE #: 115, EFPA: -11.86, SIGMA: 0.94, LD: 0.25, APO : 497902.85
RUN #: 1252, SAMPLE #: 92, EFPA: -11.85, SIGMA: -1.23, LD: 0.23, APO : 516060.45
RUN #: 1253, SAMPLE #: 199, EFPA: -11.59, SIGMA: 0.67, LD: 0.23, APO : 509509.68
RUN #: 1254, SAMPLE #: 85, EFPA: -11.64, SIGMA: -0.17, LD: 0.24, APO : 507181.44
RUN #: 1255, SAMPLE #: 54, EFPA: -11.75, SIGMA: -1.55, LD: 0.24, APO : 600499.18
RUN #: 1256, SAMPLE #: 126, EFPA: -11.75, SIGMA: 0.98, LD: 0.27, APO : 557703.72
RUN #: 1257, SAMPLE #: 30, EFPA: -11.75, SIGMA: 0.66, LD: 0.24, APO : 488939.12
RUN #: 1258, SAMPLE #: 164, EFPA: -11.75, SIGMA: -0.37, LD: 0.23, APO : 503329.56
RUN #: 1259, SAMPLE #: 200, EFPA: -11.79, SIGMA: -0.90, LD: 0.25, APO : 532437.76
RUN #: 1260, SAMPLE #: 29, EFPA: -11.67, SIGMA: 0.29, LD: 0.24, APO : 487068.29
RUN #: 1261, SAMPLE #: 39, EFPA: -11.91, SIGMA: -1.29, LD: 0.25, APO : 539612.35
RUN #: 1262, SAMPLE #: 131, EFPA: -11.63, SIGMA: 0.02, LD: 0.25, APO : 511597.33
RUN #: 1263, SAMPLE #: 172, EFPA: -11.92, SIGMA: -1.05, LD: 0.25, APO : 505122.33
RUN #: 1264, SAMPLE #: 119, EFPA: -11.75, SIGMA: -2.06, LD: 0.24, APO : 680610.52
RUN #: 1265, SAMPLE #: 37, EFPA: -11.90, SIGMA: 0.15, LD: 0.23, APO : 516810.43
RUN #: 1266, SAMPLE #: 157, EFPA: -11.87, SIGMA: 0.13, LD: 0.24, APO : 537224.88
RUN #: 1267, SAMPLE #: 87, EFPA: -11.84, SIGMA: -0.72, LD: 0.24, APO : 488035.73
RUN #: 1268, SAMPLE #: 191, EFPA: -11.61, SIGMA: 0.39, LD: 0.25, APO : 553036.18
RUN #: 1269, SAMPLE #: 73, EFPA: -11.84, SIGMA: 1.38, LD: 0.24, APO : 529408.95
RUN #: 1270, SAMPLE #: 91, EFPA: -11.64, SIGMA: 0.64, LD: 0.23, APO : 552920.31
RUN #: 1271, SAMPLE #: 62, EFPA: -11.76, SIGMA: -0.46, LD: 0.23, APO : 505569.49
RUN #: 1272, SAMPLE #: 152, EFPA: -11.69, SIGMA: 0.28, LD: 0.22, APO : 561239.59
RUN #: 1273, SAMPLE #: 162, EFPA: -11.88, SIGMA: -0.85, LD: 0.24, APO : 534044.00
RUN #: 1274, SAMPLE #: 126, EFPA: -11.63, SIGMA: 2.17, LD: 0.25, APO : 482408.54
RUN #: 1275, SAMPLE #: 113, EFPA: -11.61, SIGMA: -0.15, LD: 0.22, APO : 537764.52
RUN #: 1276, SAMPLE #: 89, EFPA: -11.74, SIGMA: 0.64, LD: 0.23, APO : 499999.92
RUN #: 1277, SAMPLE #: 132, EFPA: -11.63, SIGMA: 0.06, LD: 0.26, APO : 481283.36
RUN #: 1278, SAMPLE #: 155, EFPA: -11.71, SIGMA: 0.94, LD: 0.22, APO : 516394.80
RUN #: 1279, SAMPLE #: 193, EFPA: -11.67, SIGMA: 2.11, LD: 0.26, APO : 513629.82
RUN #: 1280, SAMPLE #: 51, EFPA: -11.60, SIGMA: -0.59, LD: 0.24, APO : 520132.12
RUN #: 1281, SAMPLE #: 58, EFPA: -11.61, SIGMA: -0.61, LD: 0.23, APO : 527877.43
RUN #: 1282, SAMPLE #: 198, EFPA: -11.77, SIGMA: -0.12, LD: 0.22, APO : 520725.17
RUN #: 1283, SAMPLE #: 80, EFPA: -11.68, SIGMA: -0.46, LD: 0.24, APO : 511595.75
RUN #: 1284, SAMPLE #: 149, EFPA: -11.77, SIGMA: 0.23, LD: 0.22, APO : 550476.17
RUN #: 1285, SAMPLE #: 111, EFPA: -11.65, SIGMA: -2.00, LD: 0.25, APO : 539116.31
RUN #: 1286, SAMPLE #: 125, EFPA: -11.68, SIGMA: -0.49, LD: 0.25, APO : 526045.39
RUN #: 1287, SAMPLE #: 90, EFPA: -11.51, SIGMA: 1.17, LD: 0.26, APO : 494840.76
RUN #: 1288, SAMPLE #: 20, EFPA: -11.66, SIGMA: -0.07, LD: 0.23, APO : 511515.08
RUN #: 1289, SAMPLE #: 171, EFPA: -11.64, SIGMA: 1.92, LD: 0.23, APO : 511582.18
RUN #: 1290, SAMPLE #: 130, EFPA: -11.73, SIGMA: -0.50, LD: 0.24, APO : 550250.43
RUN #: 1291, SAMPLE #: 108, EFPA: -11.67, SIGMA: 1.07, LD: 0.25, APO : 566400.71
RUN #: 1292, SAMPLE #: 22, EFPA: -11.78, SIGMA: -1.04, LD: 0.24, APO : 527307.61
RUN #: 1293, SAMPLE #: 62, EFPA: -11.63, SIGMA: 0.16, LD: 0.24, APO : 505581.14
RUN #: 1294, SAMPLE #: 1, EFPA: -11.65, SIGMA: -0.89, LD: 0.25, APO : 451321.34
RUN #: 1295, SAMPLE #: 76, EFPA: -11.65, SIGMA: 0.19, LD: 0.22, APO : 543433.47
RUN #: 1296, SAMPLE #: 33, EFPA: -11.63, SIGMA: 0.83, LD: 0.25, APO : 533192.88
RUN #: 1297, SAMPLE #: 151, EFPA: -11.79, SIGMA: 0.47, LD: 0.26, APO : 514460.11
RUN #: 1298, SAMPLE #: 79, EFPA: -11.70, SIGMA: -0.73, LD: 0.26, APO : 513079.13
RUN #: 1299, SAMPLE #: 194, EFPA: -11.77, SIGMA: 1.45, LD: 0.23, APO : 559592.67
RUN #: 1300, SAMPLE #: 29, EFPA: -11.61, SIGMA: -0.87, LD: 0.24, APO : 524094.98
RUN #: 1301, SAMPLE #: 51, EFPA: -11.77, SIGMA: -0.33, LD: 0.23, APO : 493937.45
RUN #: 1302, SAMPLE #: 188, EFPA: -11.81, SIGMA: 0.56, LD: 0.27, APO : 563588.29
RUN #: 1303, SAMPLE #: 114, EFPA: -11.72, SIGMA: 1.05, LD: 0.26, APO : 536360.89
RUN #: 1304, SAMPLE #: 162, EFPA: -11.73, SIGMA: -0.56, LD: 0.25, APO : 506991.88
RUN #: 1305, SAMPLE #: 17, EFPA: -11.67, SIGMA: 0.57, LD: 0.26, APO : 539784.94
RUN #: 1306, SAMPLE #: 88, EFPA: -11.56, SIGMA: 1.92, LD: 0.24, APO : 495021.84
RUN #: 1307, SAMPLE #: 96, EFPA: -11.69, SIGMA: -1.18, LD: 0.24, APO : 495509.43
RUN #: 1308, SAMPLE #: 65, EFPA: -11.65, SIGMA: -0.68, LD: 0.23, APO : 520863.50
RUN #: 1309, SAMPLE #: 183, EFPA: -11.52, SIGMA: -2.51, LD: 0.25, APO : 149053.24
RUN #: 1310, SAMPLE #: 132, EFPA: -11.75, SIGMA: -0.81, LD: 0.25, APO : 575479.48
RUN #: 1311, SAMPLE #: 140, EFPA: -11.79, SIGMA: -1.88, LD: 0.24, APO : 528706.68
RUN #: 1312, SAMPLE #: 55, EFPA: -11.80, SIGMA: -0.63, LD: 0.28, APO : 470715.06
RUN #: 1313, SAMPLE #: 53, EFPA: -11.71, SIGMA: -1.18, LD: 0.24, APO : 493319.63
RUN #: 1314, SAMPLE #: 188, EFPA: -11.69, SIGMA: 1.61, LD: 0.24, APO : 549813.35
RUN #: 1315, SAMPLE #: 22, EFPA: -11.55, SIGMA: -0.56, LD: 0.25, APO : 503508.68
RUN #: 1316, SAMPLE #: 30, EFPA: -11.91, SIGMA: 0.93, LD: 0.20, APO : 545403.69
RUN #: 1317, SAMPLE #: 76, EFPA: -11.75, SIGMA: 0.43, LD: 0.23, APO : 546121.26
RUN #: 1318, SAMPLE #: 111, EFPA: -11.85, SIGMA: 0.07, LD: 0.22, APO : 519308.82
RUN #: 1319, SAMPLE #: 144, EFPA: -11.65, SIGMA: -0.09, LD: 0.26, APO : 575001.43
RUN #: 1320, SAMPLE #: 99, EFPA: -11.69, SIGMA: 0.89, LD: 0.23, APO : 530899.24
RUN #: 1321, SAMPLE #: 67, EFPA: -11.81, SIGMA: -0.69, LD: 0.24, APO : 512673.59
RUN #: 1322, SAMPLE #: 162, EFPA: -11.78, SIGMA: 0.09, LD: 0.24, APO : 487755.78
RUN #: 1323, SAMPLE #: 81, EFPA: -11.63, SIGMA: -0.62, LD: 0.23, APO : 580040.15
RUN #: 1324, SAMPLE #: 66, EFPA: -11.75, SIGMA: 0.80, LD: 0.23, APO : 474410.07
RUN #: 1325, SAMPLE #: 148, EFPA: -11.64, SIGMA: -0.10, LD: 0.25, APO : 534191.40
RUN #: 1326, SAMPLE #: 41, EFPA: -11.68, SIGMA: 1.71, LD: 0.23, APO : 532142.76
RUN #: 1327, SAMPLE #: 52, EFPA: -11.82, SIGMA: -0.35, LD: 0.25, APO : 508963.12
RUN #: 1328, SAMPLE #: 138, EFPA: -11.77, SIGMA: -1.68, LD: 0.24, APO : 487357.89
RUN #: 1329, SAMPLE #: 50, EFPA: -11.51, SIGMA: 0.66, LD: 0.25, APO : 527264.92
RUN #: 1330, SAMPLE #: 2, EFPA: -11.81, SIGMA: -0.88, LD: 0.24, APO : 510833.78
RUN #: 1331, SAMPLE #: 149, EFPA: -11.56, SIGMA: -1.40, LD: 0.27, APO : 518968.13
RUN #: 1332, SAMPLE #: 13, EFPA: -11.81, SIGMA: 0.57, LD: 0.25, APO : 545351.21
RUN #: 1333, SAMPLE #: 63, EFPA: -11.62, SIGMA: 0.71, LD: 0.26, APO : 532564.85
RUN #: 1334, SAMPLE #: 110, EFPA: -11.76, SIGMA: 0.56, LD: 0.25, APO : 547198.77
RUN #: 1335, SAMPLE #: 28, EFPA: -11.46, SIGMA: 1.65, LD: 0.26, APO : 489193.75
RUN #: 1336, SAMPLE #: 95, EFPA: -11.65, SIGMA: 0.43, LD: 0.22, APO : 530757.53
RUN #: 1337, SAMPLE #: 111, EFPA: -11.75, SIGMA: 0.12, LD: 0.24, APO : 493051.49
RUN #: 1338, SAMPLE #: 91, EFPA: -11.68, SIGMA: 1.00, LD: 0.23, APO : 499023.45
RUN #: 1339, SAMPLE #: 171, EFPA: -11.80, SIGMA: 1.05, LD: 0.21, APO : 501078.26
RUN #: 1340, SAMPLE #: 27, EFPA: -11.61, SIGMA: 1.03, LD: 0.25, APO : 556117.31
RUN #: 1341, SAMPLE #: 43, EFPA: -11.70, SIGMA: -0.76, LD: 0.22, APO : 541192.83
RUN #: 1342, SAMPLE #: 164, EFPA: -11.74, SIGMA: 0.81, LD: 0.23, APO : 514731.14
RUN #: 1343, SAMPLE #: 101, EFPA: -11.67, SIGMA: -0.30, LD: 0.24, APO : 504066.78
RUN #: 1344, SAMPLE #: 155, EFPA: -11.65, SIGMA: 0.21, LD: 0.25, APO : 547788.82
RUN #: 1345, SAMPLE #: 180, EFPA: -11.73, SIGMA: 0.64, LD: 0.24, APO : 492498.37
RUN #: 1346, SAMPLE #: 114, EFPA: -11.58, SIGMA: 1.47, LD: 0.23, APO : 505388.98
RUN #: 1347, SAMPLE #: 91, EFPA: -11.57, SIGMA: 0.86, LD: 0.25, APO : 503104.93
RUN #: 1348, SAMPLE #: 118, EFPA: -11.72, SIGMA: -1.08, LD: 0.22, APO : 529111.40
RUN #: 1349, SAMPLE #: 196, EFPA: -11.66, SIGMA: -1.07, LD: 0.24, APO : 481443.00
RUN #: 1350, SAMPLE #: 37, EFPA: -11.84, SIGMA: 0.28, LD: 0.24, APO : 543685.74
RUN #: 1351, SAMPLE #: 154, EFPA: -11.78, SIGMA: 0.81, LD: 0.26, APO : 481963.84
RUN #: 1352, SAMPLE #: 104, EFPA: -11.80, SIGMA: -3.26, LD: 0.23, APO : 567666.77
RUN #: 1353, SAMPLE #: 6, EFPA: -11.58, SIGMA: 1.03, LD: 0.25, APO : 507732.14
RUN #: 1354, SAMPLE #: 187, EFPA: -11.65, SIGMA: 0.14, LD: 0.24, APO : 504991.82
RUN #: 1355, SAMPLE #: 56, EFPA: -11.78, SIGMA: -1.49, LD: 0.25, APO : 478309.30
RUN #: 1356, SAMPLE #: 138, EFPA: -11.55, SIGMA: 0.64, LD: 0.25, APO : 496137.01
RUN #: 1357, SAMPLE #: 148, EFPA: -11.80, SIGMA: 0.20, LD: 0.22, APO : 535406.31
RUN #: 1358, SAMPLE #: 76, EFPA: -11.74, SIGMA: -0.64, LD: 0.25, APO : 518948.76
RUN #: 1359, SAMPLE #: 58, EFPA: -11.49, SIGMA: -0.50, LD: 0.25, APO : 500549.53
RUN #: 1360, SAMPLE #: 166, EFPA: -11.74, SIGMA: 1.36, LD: 0.22, APO : 523925.36
RUN #: 1361, SAMPLE #: 86, EFPA: -11.65, SIGMA: 0.82, LD: 0.25, APO : 492610.63
RUN #: 1362, SAMPLE #: 196, EFPA: -11.68, SIGMA: -0.40, LD: 0.26, APO : 500837.24
RUN #: 1363, SAMPLE #: 188, EFPA: -11.98, SIGMA: -1.15, LD: 0.24, APO : 539660.58
RUN #: 1364, SAMPLE #: 25, EFPA: -11.57, SIGMA: 1.27, LD: 0.25, APO : 526963.57
RUN #: 1365, SAMPLE #: 65, EFPA: -11.88, SIGMA: 0.21, LD: 0.26, APO : 499508.25
RUN #: 1366, SAMPLE #: 189, EFPA: -11.67, SIGMA: -0.05, LD: 0.23, APO : 554313.58
RUN #: 1367, SAMPLE #: 84, EFPA: -11.58, SIGMA: -1.08, LD: 0.25, APO : 594412.56
RUN #: 1368, SAMPLE #: 76, EFPA: -11.72, SIGMA: 0.04, LD: 0.25, APO : 534919.05
RUN #: 1369, SAMPLE #: 112, EFPA: -11.85, SIGMA: 0.77, LD: 0.24, APO : 534304.20
RUN #: 1370, SAMPLE #: 7, EFPA: -11.70, SIGMA: 0.19, LD: 0.24, APO : 505248.34
RUN #: 1371, SAMPLE #: 188, EFPA: -11.80, SIGMA: -1.28, LD: 0.24, APO : 507998.60
RUN #: 1372, SAMPLE #: 196, EFPA: -11.69, SIGMA: -0.57, LD: 0.23, APO : 528059.78
RUN #: 1373, SAMPLE #: 171, EFPA: -11.76, SIGMA: -0.08, LD: 0.22, APO : 519908.44
RUN #: 1374, SAMPLE #: 149, EFPA: -11.52, SIGMA: -2.00, LD: 0.24, APO : 494734.36
RUN #: 1375, SAMPLE #: 72, EFPA: -11.65, SIGMA: 0.19, LD: 0.26, APO : 513175.89
RUN #: 1376, SAMPLE #: 200, EFPA: -11.61, SIGMA: 1.55, LD: 0.22, APO : 510007.73
RUN #: 1377, SAMPLE #: 111, EFPA: -11.64, SIGMA: -0.55, LD: 0.22, APO : 501947.57
RUN #: 1378, SAMPLE #: 2, EFPA: -11.72, SIGMA: 0.35, LD: 0.26, APO : 507701.14
RUN #: 1379, SAMPLE #: 9, EFPA: -11.74, SIGMA: 0.69, LD: 0.26, APO : 475004.48
RUN #: 1380, SAMPLE #: 155, EFPA: -11.89, SIGMA: 0.10, LD: 0.22, APO : 554071.01
RUN #: 1381, SAMPLE #: 72, EFPA: -11.66, SIGMA: -1.88, LD: 0.25, APO : 513586.06
RUN #: 1382, SAMPLE #: 131, EFPA: -11.79, SIGMA: 2.60, LD: 0.22, APO : 577558.29
RUN #: 1383, SAMPLE #: 60, EFPA: -11.67, SIGMA: 2.46, LD: 0.24, APO : 536672.77
RUN #: 1384, SAMPLE #: 154, EFPA: -11.68, SIGMA: 0.69, LD: 0.21, APO : 490541.43
RUN #: 1385, SAMPLE #: 42, EFPA: -11.77, SIGMA: -2.81, LD: 0.22, APO : 477788.05
RUN #: 1386, SAMPLE #: 72, EFPA: -11.69, SIGMA: 0.71, LD: 0.23, APO : 530541.81
RUN #: 1387, SAMPLE #: 31, EFPA: -11.72, SIGMA: 0.89, LD: 0.24, APO : 492928.23
RUN #: 1388, SAMPLE #: 177, EFPA: -11.71, SIGMA: 0.16, LD: 0.24, APO : 507410.16
RUN #: 1389, SAMPLE #: 164, EFPA: -11.62, SIGMA: -0.04, LD: 0.24, APO : 506635.79
RUN #: 1390, SAMPLE #: 10, EFPA: -11.69, SIGMA: -0.32, LD: 0.24, APO : 564684.24
RUN #: 1391, SAMPLE #: 157, EFPA: -11.63, SIGMA: 0.37, LD: 0.24, APO : 515535.06
RUN #: 1392, SAMPLE #: 103, EFPA: -11.93, SIGMA: -0.52, LD: 0.24, APO : 508961.84
RUN #: 1393, SAMPLE #: 195, EFPA: -11.83, SIGMA: 0.49, LD: 0.27, APO : 548646.88
RUN #: 1394, SAMPLE #: 134, EFPA: -11.71, SIGMA: -0.77, LD: 0.23, APO : 540556.62
RUN #: 1395, SAMPLE #: 111, EFPA: -11.63, SIGMA: 0.15, LD: 0.24, APO : 521064.29
RUN #: 1396, SAMPLE #: 80, EFPA: -11.79, SIGMA: 0.45, LD: 0.25, APO : 508753.97
RUN #: 1397, SAMPLE #: 151, EFPA: -11.60, SIGMA: 0.51, LD: 0.24, APO : 494763.07
RUN #: 1398, SAMPLE #: 200, EFPA: -11.69, SIGMA: 2.70, LD: 0.24, APO : 531403.24
RUN #: 1399, SAMPLE #: 94, EFPA: -11.66, SIGMA: 0.03, LD: 0.26, APO : 519674.02
RUN #: 1400, SAMPLE #: 117, EFPA: -11.63, SIGMA: -1.65, LD: 0.22, APO : 548014.43
RUN #: 1401, SAMPLE #: 127, EFPA: -11.80, SIGMA: 1.79, LD: 0.24, APO : 556613.43
RUN #: 1402, SAMPLE #: 74, EFPA: -11.58, SIGMA: 0.43, LD: 0.24, APO : 546614.14
RUN #: 1403, SAMPLE #: 135, EFPA: -11.74, SIGMA: -0.71, LD: 0.24, APO : 488075.43
RUN #: 1404, SAMPLE #: 52, EFPA: -11.82, SIGMA: 1.05, LD: 0.24, APO : 512905.60
RUN #: 1405, SAMPLE #: 102, EFPA: -11.69, SIGMA: 0.18, LD: 0.24, APO : 504354.60
RUN #: 1406, SAMPLE #: 193, EFPA: -11.56, SIGMA: -0.84, LD: 0.26, APO : 543420.96
RUN #: 1407, SAMPLE #: 97, EFPA: -11.73, SIGMA: 0.41, LD: 0.23, APO : 515556.03
RUN #: 1408, SAMPLE #: 165, EFPA: -11.73, SIGMA: 0.56, LD: 0.22, APO : 541731.37
RUN #: 1409, SAMPLE #: 181, EFPA: -11.64, SIGMA: 0.07, LD: 0.25, APO : 530435.36
RUN #: 1410, SAMPLE #: 130, EFPA: -11.87, SIGMA: 3.22, LD: 0.27, APO : 580288.66
RUN #: 1411, SAMPLE #: 108, EFPA: -11.86, SIGMA: -0.21, LD: 0.25, APO : 510989.29
RUN #: 1412, SAMPLE #: 82, EFPA: -11.57, SIGMA: 0.40, LD: 0.25, APO : 498957.04
RUN #: 1413, SAMPLE #: 4, EFPA: -11.82, SIGMA: -0.39, LD: 0.21, APO : 478259.07
RUN #: 1414, SAMPLE #: 75, EFPA: -11.61, SIGMA: -0.36, LD: 0.23, APO : 569177.75
RUN #: 1415, SAMPLE #: 97, EFPA: -11.82, SIGMA: -0.57, LD: 0.25, APO : 540944.23
RUN #: 1416, SAMPLE #: 114, EFPA: -11.74, SIGMA: 0.30, LD: 0.27, APO : 510527.04
RUN #: 1417, SAMPLE #: 7, EFPA: -11.60, SIGMA: 2.02, LD: 0.22, APO : 516551.16
RUN #: 1418, SAMPLE #: 65, EFPA: -11.36, SIGMA: -0.33, LD: 0.22, APO : 505414.00
RUN #: 1419, SAMPLE #: 148, EFPA: -11.69, SIGMA: -0.94, LD: 0.21, APO : 550454.98
RUN #: 1420, SAMPLE #: 149, EFPA: -11.68, SIGMA: -1.88, LD: 0.25, APO : 597628.67
RUN #: 1421, SAMPLE #: 162, EFPA: -11.69, SIGMA: -0.73, LD: 0.23, APO : 520931.08
RUN #: 1422, SAMPLE #: 129, EFPA: -11.62, SIGMA: 0.75, LD: 0.25, APO : 504645.85
RUN #: 1423, SAMPLE #: 152, EFPA: -11.72, SIGMA: -0.60, LD: 0.24, APO : 490166.22
RUN #: 1424, SAMPLE #: 15, EFPA: -11.61, SIGMA: -0.43, LD: 0.24, APO : 503781.27
RUN #: 1425, SAMPLE #: 197, EFPA: -11.78, SIGMA: -1.16, LD: 0.24, APO : 515690.42
RUN #: 1426, SAMPLE #: 108, EFPA: -11.60, SIGMA: -0.05, LD: 0.26, APO : 521390.76
RUN #: 1427, SAMPLE #: 22, EFPA: -11.82, SIGMA: -1.34, LD: 0.24, APO : 481568.90
RUN #: 1428, SAMPLE #: 180, EFPA: -11.61, SIGMA: 0.26, LD: 0.24, APO : 550878.20
RUN #: 1429, SAMPLE #: 52, EFPA: -11.82, SIGMA: 2.01, LD: 0.24, APO : 531013.05
RUN #: 1430, SAMPLE #: 24, EFPA: -11.78, SIGMA: 0.12, LD: 0.23, APO : 588845.71
RUN #: 1431, SAMPLE #: 56, EFPA: -11.82, SIGMA: 1.97, LD: 0.23, APO : 554231.99
RUN #: 1432, SAMPLE #: 70, EFPA: -11.84, SIGMA: 0.13, LD: 0.23, APO : 467564.08
RUN #: 1433, SAMPLE #: 132, EFPA: -11.58, SIGMA: 0.93, LD: 0.25, APO : 524784.07
RUN #: 1434, SAMPLE #: 126, EFPA: -11.66, SIGMA: 0.07, LD: 0.23, APO : 572515.96
RUN #: 1435, SAMPLE #: 167, EFPA: -11.61, SIGMA: -1.06, LD: 0.23, APO : 497529.01
RUN #: 1436, SAMPLE #: 81, EFPA: -11.75, SIGMA: 0.91, LD: 0.24, APO : 496139.61
RUN #: 1437, SAMPLE #: 150, EFPA: -11.77, SIGMA: -0.35, LD: 0.23, APO : 513308.14
RUN #: 1438, SAMPLE #: 142, EFPA: -11.65, SIGMA: -1.24, LD: 0.24, APO : 542271.68
RUN #: 1439, SAMPLE #: 13, EFPA: -11.84, SIGMA: 0.92, LD: 0.24, APO : 531873.88
RUN #: 1440, SAMPLE #: 20, EFPA: -11.75, SIGMA: 0.16, LD: 0.24, APO : 533692.43
RUN #: 1441, SAMPLE #: 132, EFPA: -11.53, SIGMA: -1.12, LD: 0.26, APO : 518274.76
RUN #: 1442, SAMPLE #: 83, EFPA: -11.81, SIGMA: -1.10, LD: 0.26, APO : 563618.36
RUN #: 1443, SAMPLE #: 5, EFPA: -11.96, SIGMA: 1.19, LD: 0.27, APO : 586562.24
RUN #: 1444, SAMPLE #: 25, EFPA: -11.67, SIGMA: 0.99, LD: 0.25, APO : 551473.65
RUN #: 1445, SAMPLE #: 40, EFPA: -11.77, SIGMA: 1.95, LD: 0.24, APO : 500780.47
RUN #: 1446, SAMPLE #: 42, EFPA: -11.65, SIGMA: -0.18, LD: 0.25, APO : 472839.04
RUN #: 1447, SAMPLE #: 57, EFPA: -11.46, SIGMA: -1.54, LD: 0.24, APO : 507885.10
